"","FIPS","Geography.x","TotalPop","PovertyRate","BlackPop","BlackPovertyRate","AsianPop","AsianPoverty","HispanicPop","HispanicPoverty","WhitePop","WhitePovertyRate","PercentBachelor.s","State..FIPS.","Place..FIPS.","Area.Name","SqMiles","tot.protests","tot.attend","deaths","deaths_unarmed","deaths_unarmed_black","deaths_armed_black","deaths_black","deaths_protestyear","deaths_protestyear_unarmed","X.x","NAACPyears","MayorPartisanship","blackmayor","FIPS_PLACE","dem","rep","dem_share","FIPS_ST","X.y","pop","hbcu","hbcu2","crime","deathduring","per_ba","Per_Black","pop.density","collegeenrollpc","mayorrep","unarmed_deaths_pc","deaths_pc","unarmed_deaths_black_pc","deaths_black_pc","anyprotests"
"9058","2670040","Royal Oak city, Michigan",58102,7.6,1872,21.7,1620,"8.5",1436,"12.7",52175,"6.8","51.22471681",26,70040,"Royal Oak",11.786,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,70040,21633,13078,62.32318,26,NA,0,0,0,0,0,51.22471681,3.22192007159822,4929.74715764466,0,0,0,0,0,0,0
"9060","2670520","Saginaw city, Michigan",49564,35.5,22115,44.9,250,"8.8",7197,"34.1",18605,"25.6","11.63562544",26,70520,"Saginaw",17.338,1,13,0,0,0,0,0,0,0,558,5,"D",1,70520,18571,4401,80.84189,26,NA,0,0,0,1,0,11.63562544,44.6190783633282,2858.69189064483,0,0,0,0,0,0,1
"9063","2670760","St. Clair Shores city, Michigan",59517,9.9,2788,18.1,649,"21.6",1250,"14.9",53676,"8.6","23.80037954",26,70760,"St. Clair Shores",11.553,0,0,0,0,0,0,0,1,0,NA,0,"I",0,70760,18514,16084,53.51176,26,NA,0,0,0,0,0,23.80037954,4.68437589260211,5151.64892235783,0,0,0,0,0,0,0
"9092","2674900","Southfield city, Michigan",71282,15.2,49970,13.5,966,"21.6",894,"9.1",17353,"19.8","36.66946522",26,74900,"Southfield",26.274,0,0,2,0,0,1,1,0,0,NA,0,"D ",0,74900,37095,4580,89.0102,26,842,2500,0,0,0,0,36.66946522,70.101848994136,2713.02428256071,3.50719676776746,0,0,0.280575741421397,0,0.140287870710698,0
"9111","2676460","Sterling Heights city, Michigan",129846,13,6896,13.9,8815,"7.4",2603,"8.6",108886,"13.2","26.83303234",26,76460,"Sterling Heights",36.505,0,0,1,0,0,0,0,0,0,NA,0,"R",0,76460,31979,27474,53.78871,26,NA,0,0,0,0,0,26.83303234,5.31090676647721,3556.93740583482,0,1,0,0.0770143092586603,0,0,0
"9123","2679000","Taylor city, Michigan",61510,20.7,10003,50,853,"25.6",3802,"17.4",45080,"14","9.740275636",26,79000,"Taylor",23.597,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,79000,17245,9202,65.20588,26,NA,0,0,0,0,0,9.740275636,16.2623963583157,2606.6872907573,0,0,0,0,0,0,0
"9133","2680700","Troy city, Michigan",81941,7,3207,11.7,17708,"6.4",1831,"7.5",57285,"6.7","57.83363192",26,80700,"Troy",33.464,0,0,0,0,0,0,0,0,0,NA,0,"R",0,80700,21497,21213,50.33247,26,NA,0,0,0,0,0,57.83363192,3.91379163056345,2448.63136504901,0,1,0,0,0,0,0
"9162","2684000","Warren city, Michigan",133143,19.6,20218,34,7820,"29.6",2506,"32.1",98889,"14.8","16.93892322",26,84000,"Warren",34.389,0,0,0,0,0,0,0,0,0,NA,0,"R",0,84000,36847,23953,60.60362,26,NA,0,0,0,0,0,16.93892322,15.185176839939,3871.67408182849,0,1,0,0,0,0,0
"9175","2686000","Westland city, Michigan",82163,15.7,15206,24.1,3071,"7.3",2046,"23.3",59587,"13.7","17.80843669",26,86000,"Westland",20.43,0,0,0,0,0,0,0,1,0,NA,0,"D ",0,86000,25238,12999,66.00413,26,NA,0,0,0,0,0,17.80843669,18.50711390772,4021.68379833578,0,0,0,0,0,0,0
"9196","2688940","Wyoming city, Michigan",72979,16.4,4026,34.1,2339,"13.3",14269,"31.1",50731,"10.8","20.44757883",26,88940,"Wyoming",24.638,0,0,0,0,0,0,0,1,0,NA,0,"I",0,88940,15665,15023,51.04601,26,NA,0,0,0,0,0,20.44757883,5.51665547623289,2962.05049111129,0,0,0,0,0,0,0
"9221","2701486","Andover city, Minnesota",31224,3.8,374,4,816,"0",634,"11.7",28676,"3.6","32.70562882",27,1486,"Andover",33.877,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,1486,6969,10338,40.26694,27,NA,0,0,0,0,0,32.70562882,1.19779656674353,921.687280455766,0,0,0,0,0,0,0
"9226","2701900","Apple Valley city, Minnesota",49598,6.9,2897,34,2494,"11.4",2113,"27.7",39999,"3.1","44.54578075",27,1900,"Apple Valley",16.857,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,1900,15159,13560,52.78387,27,NA,0,0,0,0,0,44.54578075,5.84096132908585,2942.27917185739,0,0,0,0,0,0,0
"9285","2706382","Blaine city, Minnesota",59150,5.1,2345,10.7,4802,"3.7",1822,"5.5",48036,"4.3","32.00292287",27,6382,"Blaine",33.846,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,6382,15493,14738,51.24872,27,NA,0,0,0,0,0,32.00292287,3.96449704142012,1747.62158009809,0,0,0,0,0,0,0
"9288","2706616","Bloomington city, Minnesota",84204,9,6464,26.8,5442,"7.5",6088,"23",63823,"6","39.87893579",27,6616,"Bloomington",34.678,1,1500,0,0,0,0,0,1,0,NA,0,"R",0,6616,28570,21703,56.82971,27,858,7500,0,0,0,0,39.87893579,7.67659493610755,2428.16771440106,8.90694028787231,1,0,0,0,0,1
"9305","2707948","Brooklyn Center city, Minnesota",30307,20.1,8970,31.8,4598,"11.8",2719,"31",12870,"11.5","19.78829454",27,7948,"Brooklyn Center",7.956,0,0,1,0,0,1,1,1,0,NA,0,"D ",0,7948,8757,4238,67.38746,27,NA,0,0,0,0,0,19.78829454,29.5971227769162,3809.32629462041,0,0,0,0.329956775662388,0,0.329956775662388,0
"9306","2707966","Brooklyn Park city, Minnesota",77269,12.8,19992,22.1,11795,"9.8",5673,"25.8",37258,"5.9","30.02446624",27,7966,"Brooklyn Park",26.071,0,0,0,0,0,0,0,0,0,NA,0,"R",0,7966,21817,13497,61.78003,27,860,15000,0,0,0,0,30.02446624,25.8732480037272,2963.79118560853,19.4127010832287,1,0,0,0,0,0
"9322","2708794","Burnsville city, Minnesota",60572,11.2,7037,33.2,3030,"6.7",5295,"24.7",43191,"5.7","35.73021045",27,8794,"Burnsville",24.902,0,0,0,0,0,0,0,0,0,NA,0,"R",0,8794,17552,14931,54.03442,27,NA,0,0,0,0,0,35.73021045,11.6175790794426,2432.41506706289,0,1,0,0,0,0,0
"9382","2713114","Coon Rapids city, Minnesota",61398,8.9,3139,25.2,1925,"6.3",2256,"13.7",51777,"7.2","25.66185103",27,13114,"Coon Rapids",22.61,0,0,0,0,0,0,0,0,0,NA,0,"R",0,13114,17399,16317,51.60458,27,NA,0,0,0,0,0,25.66185103,5.11254438255318,2715.52410437859,0,1,0,0,0,0,0
"9386","2713456","Cottage Grove city, Minnesota",35090,6.5,1051,23.8,2226,"16.4",1386,"5",29295,"4.7","31.24581529",27,13456,"Cottage Grove",33.658,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,13456,10116,8480,54.3988,27,NA,0,0,0,0,0,31.24581529,2.99515531490453,1042.54560579951,0,0,0,0,0,0,0
"9428","2717000","Duluth city, Minnesota",80521,22.7,2132,65.9,1202,"37.9",1265,"21.5",72248,"19.9","33.29145243",27,17000,"Duluth",67.858,1,100,1,0,0,0,0,0,0,564,11,"D",0,17000,35614,15255,70.01121,27,863,25000,0,0,0,0,33.29145243,2.64775648588567,1186.61027439653,31.0478011947194,0,0,0.124191204778878,0,0,1
"9433","2717288","Eagan city, Minnesota",64805,7.1,3858,24.7,5217,"5.7",3082,"23.8",50659,"4.6","50.45496835",27,17288,"Eagan",31.117,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,17288,20638,16461,55.62953,27,NA,0,0,0,0,0,50.45496835,5.95324434842991,2082.62364623839,0,0,0,0,0,0,0
"9442","2718116","Eden Prairie city, Minnesota",61936,5.2,3402,23.9,6579,"3.2",1931,"3.7",48234,"3.9","60.79807692",27,18116,"Eden Prairie",32.445,0,0,2,0,0,0,0,0,0,NA,0,"R",0,18116,18264,17186,51.52045,27,NA,0,0,0,0,0,60.79807692,5.49276672694394,1908.95361380798,0,1,0,0.322913975716869,0,0,0
"9445","2718188","Edina city, Minnesota",48774,4.2,1031,30,3233,"1.5",1553,"7",41564,"3.6","68.05317698",27,18188,"Edina",15.455,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,18188,17399,13670,56.00116,27,NA,0,0,0,0,0,68.05317698,2.11383113954156,3155.871886121,0,0,0,0,0,0,0
"9616","2731076","Inver Grove Heights city, Minnesota",33990,9,1411,15.7,1426,"12.9",3378,"26",27016,"6","33.23828742",27,31076,"Inver Grove Heights",27.755,0,0,0,0,0,0,0,0,0,NA,0,"R",0,31076,10468,8356,55.60986,27,870,7500,0,0,0,0,33.23828742,4.15122094733745,1224.64420825077,22.0653133274492,1,0,0,0,0,0
"9669","2735180","Lakeville city, Minnesota",57659,6.2,1073,34.1,2624,"27.1",2099,"23.5",50712,"3.8","46.29680617",27,35180,"Lakeville",36.054,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,35180,13370,16445,44.8432,27,NA,0,0,0,0,0,46.29680617,1.86094104996618,1599.24002884562,0,0,0,0,0,0,0
"9730","2739878","Mankato city, Minnesota",36758,26,1382,64,994,"14.4",1128,"43.1",32296,"23.6","34.38430377",27,39878,"Mankato",17.644,0,0,2,0,0,0,0,0,0,NA,0,"R",0,39878,12891,8252,60.97053,27,873,15500,0,0,0,0,34.38430377,3.75972577398117,2083.3144411698,42.167691386909,1,0,0.544099243702051,0,0,0
"9732","2740166","Maple Grove city, Minnesota",64285,5.1,2430,30.2,4252,"1.4",1370,"3.5",54823,"4.2","49.44117513",27,40166,"Maple Grove",32.634,0,0,0,0,0,0,0,0,0,NA,0,"R",0,40166,17231,18979,47.5863,27,NA,0,0,0,0,0,49.44117513,3.78004200046667,1969.87804130661,0,1,0,0,0,0,0
"9737","2740382","Maplewood city, Minnesota",38471,10.2,2906,20.6,5660,"17.7",2210,"19.3",26445,"5.8","30.81596233",27,40382,"Maplewood",16.981,0,0,0,0,0,0,0,1,0,NA,0,"D ",0,40382,12458,8046,60.75888,27,NA,0,0,0,0,0,30.81596233,7.55374177952224,2265.5320652494,0,0,0,0,0,0,0
"9766","2743000","Minneapolis city, Minnesota",378923,22.6,68165,48.1,21994,"29.4",38013,"28.2",229918,"13","47.56100906",27,43000,"Minneapolis",54.783,9,6940,2,0,0,1,1,1,0,565,15,"D",0,43000,169204,34958,82.87732,27,876,42500,0,0,1,0,47.56100906,17.9891429129401,6916.79900699122,11.2159990288264,0,0,0.0527811719003597,0,0.0263905859501799,1
"9771","2743252","Minnetonka city, Minnesota",50534,5.1,2127,14.8,1842,"5.9",1220,"10.8",43895,"4","55.85082208",27,43252,"Minnetonka",26.927,0,0,1,0,0,0,0,0,0,NA,0,"R",0,43252,19171,13814,58.12036,27,NA,0,0,0,0,0,55.85082208,4.2090473740452,1876.70368032087,0,1,0,0.197886571417264,0,0,0
"9781","2743864","Moorhead city, Minnesota",35122,15.9,774,40.8,563,"38.4",1735,"26.7",30591,"13.3","34.46514004",27,43864,"Moorhead",19.802,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,43864,10840,7249,59.92592,27,877,10000,0,0,0,0,34.46514004,2.20374693924036,1773.65922634077,28.4721826775241,0,0,0,0,0,0
"9885","2751730","Plymouth city, Minnesota",72016,6.2,3349,25.3,5680,"5",2630,"15.1",58339,"4.4","57.68236814",27,51730,"Plymouth",32.681,0,0,0,0,0,0,0,1,1,NA,0,"R",0,51730,22466,20024,52.87362,27,NA,0,0,0,0,1,57.68236814,4.65035547656076,2203.60454086472,0,1,0,0,0,0,0
"9912","2754214","Richfield city, Minnesota",35644,13.8,3671,24.2,2290,"6.9",6896,"27.8",21191,"7.6","33.46284989",27,54214,"Richfield",7.034,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,54214,12112,6271,65.88696,27,NA,0,0,0,0,0,33.46284989,10.2990685669397,5067.38697753767,0,0,0,0,0,0,0
"9919","2754880","Rochester city, Minnesota",106974,9.7,6777,39.8,7743,"6.3",5684,"16.7",83780,"7.1","42.86310401",27,54880,"Rochester",53.65,1,50,0,0,0,0,0,0,0,NA,0,"D",0,54880,29297,24255,54.70757,27,882,8000,0,0,0,0,42.86310401,6.3351842503786,1993.92357875116,7.47845270813469,0,0,0,0,0,1
"9931","2755852","Roseville city, Minnesota",33153,10.3,2194,8.2,2727,"30.3",1982,"28",25383,"5.8","47.09954544",27,55852,"Roseville",13.004,0,0,0,0,0,0,0,0,0,NA,0,"I",0,55852,12576,8306,60.22412,27,884,2500,0,0,0,0,47.09954544,6.6178023104998,2549.44632420794,7.54079570476277,0,0,0,0,0,0
"9951","2756896","St. Cloud city, Minnesota",61327,23.7,5134,60.2,1416,"31.6",1344,"33.9",51504,"19","29.11038909",27,56896,"St. Cloud",40.041,0,0,0,0,0,0,0,0,0,NA,0,"R",0,56896,17688,14505,54.94362,27,886,15000,0,0,0,0,29.11038909,8.37151662399922,1531.60510476761,24.4590474016339,1,0,0,0,0,0
"9957","2757220","St. Louis Park city, Minnesota",45833,8.4,3354,40,1817,"9.9",2036,"3.1",36497,"5.3","55.15864677",27,57220,"St. Louis Park",10.654,0,0,1,0,0,0,0,0,0,NA,0,"D ",0,57220,19889,8513,70.02676,27,NA,0,0,0,0,0,55.15864677,7.31787140270111,4301.95231837807,0,0,0,0.218183404970218,0,0,0
"9961","2758000","St. Paul city, Minnesota",283972,22.9,44685,42.9,46135,"34.6",27216,"28.4",154129,"11.7","38.8889515",27,58000,"St. Paul",51.979,0,0,3,0,0,1,1,2,0,566,16,"D",0,58000,106327,31485,77.15366,27,888,15000,0,0,0,0,38.8889515,15.7357063372445,5463.20629484984,5.2822109222036,0,0,0.105644218444072,0,0.0352147394813573,0
"9982","2759350","Shakopee city, Minnesota",37586,7.1,1792,13.1,4338,"7",3408,"25.5",26660,"4.5","39.51595631",27,59350,"Shakopee",27.958,0,0,0,0,0,0,0,0,0,NA,0,"I",0,59350,8364,8232,50.39769,27,NA,0,0,0,0,0,39.51595631,4.76773266641835,1344.37370341226,0,0,0,0,0,0,0
"10125","2771428","Woodbury city, Minnesota",64258,3.5,3542,5.8,5756,"1.6",2942,"12.6",49845,"3.1","57.41850746",27,71428,"Woodbury",34.675,0,0,0,0,0,0,0,0,0,NA,0,"I",0,71428,18227,16010,53.23773,27,NA,0,0,0,0,0,57.41850746,5.5121541286688,1853.15068493151,0,0,0,0,0,0,0
"10178","2806220","Biloxi city, Mississippi",41534,22.6,9091,39,1990,"30",2796,"29.8",25315,"14","23.56066356",28,6220,"Biloxi",38.28,0,0,0,0,0,0,0,0,0,NA,0,"R",0,6220,4893,8278,37.1498,28,NA,0,0,0,0,0,23.56066356,21.8880916839216,1085.0052246604,0,1,0,0,0,0,0
"10282","2829180","Greenville city, Mississippi",33025,37,25690,42.2,219,"4.6",380,"40.3",6504,"17.6","20.26820655",28,29180,"Greenville",26.895,0,0,0,0,0,0,0,1,1,NA,0,"R",0,29180,5874,3613,61.91631,28,NA,0,0,0,0,1,20.26820655,77.7895533686601,1227.92340583752,0,1,0,0,0,0,0
"10287","2829700","Gulfport city, Mississippi",67765,25.5,24528,37.2,836,"5.7",3764,"34.8",36768,"17","20.12852828",28,29700,"Gulfport",55.7,0,0,1,0,0,1,1,1,0,576,2,"R",0,29700,9923,9924,49.99748,28,NA,0,0,0,0,0,20.12852828,36.1956762340441,1216.60682226212,0,1,0,0.147568803954844,0,0.147568803954844,0
"10293","2831020","Hattiesburg city, Mississippi",42992,37.2,23163,44.2,875,"35.8",1252,"51.6",17207,"27.1","32.74819583",28,31020,"Hattiesburg",53.753,0,0,0,0,0,0,0,1,0,577,2,"D ",1,31020,9832,7852,55.59828,28,904,17500,0,0,0,0,32.74819583,53.8774655749907,799.806522426655,40.7052474879047,0,0,0,0,0,0
"10314","2836000","Jackson city, Mississippi",167412,29.9,134540,33.6,448,"12.9",2536,"43.4",28961,"12.2","26.2064046",28,36000,"Jackson",108.692,1,100,1,1,1,0,1,2,0,579,5,"D",1,36000,58489,13259,81.52004,28,906,10500,1,1,1,0,26.2064046,80.364609466466,1540.24215213631,6.27195183140993,0,0.0597328745848565,0.0597328745848565,0.0597328745848565,0.0597328745848565,1
"10365","2846640","Meridian city, Mississippi",39399,33.7,23994,43.2,370,"14.9",783,"11.4",13595,"16.8","21.83450829",28,46640,"Meridian",53.738,0,0,1,0,0,1,1,1,1,585,3,"D ",1,46640,9388,6532,58.96985,28,908,2500,0,0,0,1,21.83450829,60.9000228432194,733.168335256243,6.34533871418056,0,0,0.253813548567222,0,0.253813548567222,0
"10402","2854040","Olive Branch city, Mississippi",34405,7.4,8898,12.6,508,"1.4",1670,"6.1",22876,"5.8","26.68269231",28,54040,"Olive Branch",36.437,0,0,0,0,0,0,0,1,1,NA,0,"R",0,54040,4193,9957,29.63251,28,NA,0,0,0,0,1,26.68269231,25.8625199825607,944.232510909241,0,1,0,0,0,0,0
"10476","2869280","Southaven city, Mississippi",49990,10.3,11977,14.9,951,"5.2",2588,"26.4",33463,"7.2","21.07342668",28,69280,"Southaven",34.769,0,0,1,0,0,1,1,1,0,NA,0,"R",0,69280,6141,13441,31.36043,28,NA,0,0,0,0,0,21.07342668,23.9587917583517,1437.77502948028,0,1,0,0.2000400080016,0,0.2000400080016,0
"10500","2874840","Tupelo city, Mississippi",34430,24.5,13383,43.6,278,"0",1308,"60.2",18914,"8.1","29.14052841",28,74840,"Tupelo",51.155,0,0,1,1,0,0,0,0,0,NA,0,"D ",0,74840,5890,6201,48.71392,28,NA,0,0,0,0,0,29.14052841,38.8701713621841,673.052487537875,0,0,0.290444379901249,0.290444379901249,0,0,0
"10584","2903160","Ballwin city, Missouri",30396,3.5,695,0.1,1741,"7.5",539,"3.2",26577,"3.4","53.62983269",29,3160,"Ballwin",8.987,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,3160,6721,9864,40.52457,29,NA,0,0,0,0,0,53.62983269,2.28648506382419,3382.21876043173,0,0,0,0,0,0,0
"10629","2906652","Blue Springs city, Missouri",52504,9.3,3924,15.4,792,"19.4",2242,"24.1",43607,"7.4","30.405228",29,6652,"Blue Springs",22.514,0,0,0,0,0,0,0,0,0,NA,0,"R",1,6652,8958,11415,43.96996,29,NA,0,0,0,0,0,30.405228,7.4737162882828,2332.0600515235,0,1,0,0,0,0,0
"10684","2911242","Cape Girardeau city, Missouri",35543,24.7,4712,54.5,677,"39.4",896,"29.9",28307,"18.4","33.58500391",29,11242,"Cape Girardeau",27.973,0,0,0,0,0,0,0,0,0,604,3,"R",0,11242,5995,9127,39.64423,29,923,15000,0,0,0,0,33.58500391,13.2571814421968,1270.61809602116,42.2024027234617,1,0,0,0,0,0
"10713","2913600","Chesterfield city, Missouri",46706,4.8,1566,5.4,4445,"9",1677,"4.7",38493,"4.3","65.46026751",29,13600,"Chesterfield",31.816,0,0,0,0,0,0,0,0,0,NA,0,"R",0,13600,11367,17355,39.57593,29,NA,0,0,0,0,0,65.46026751,3.35288827987839,1468.00352024139,0,1,0,0,0,0,0
"10738","2915670","Columbia city, Missouri",104086,24.9,11283,35.5,6035,"31.8",3312,"24.1",79587,"22.2","56.42310648",29,15670,"Columbia",62.547,6,720,0,0,0,0,0,2,0,608,6,"R",0,15670,33114,20779,61.44397,29,924,45500,0,0,0,0,56.42310648,10.8400745537344,1664.12457831711,43.7138520069942,1,0,0,0,0,1
"10857","2924778","Florissant city, Missouri",51372,8.2,14505,9.1,528,"55.1",694,"19.5",33506,"6.7","23.29332226",29,24778,"Florissant",12.438,1,20,0,0,0,0,0,0,0,NA,0,"NP",0,24778,20562,9586,68.20353,29,NA,0,0,0,0,0,23.29332226,28.2352254146228,4130.24602026049,0,0,0,0,0,0,1
"10997","2935000","Independence city, Missouri",115758,17.1,8011,34,1359,"20.1",10249,"24.9",92767,"14.3","17.62526662",29,35000,"Independence",77.602,0,0,1,0,0,0,0,0,0,NA,0,"D ",0,35000,26358,24144,52.19199,29,NA,0,0,0,0,0,17.62526662,6.92047201921249,1491.68835854746,0,0,0,0.0863871179529709,0,0,0
"11013","2937000","Jefferson City city, Missouri",38698,17,5585,44.5,635,"6.6",686,"30.2",30189,"10.6","37.14491599",29,37000,"Jefferson City",35.863,0,0,0,0,0,0,0,0,0,615,7,"R",0,37000,7576,10413,42.11463,29,932,2500,1,1,0,0,37.14491599,14.4322704015711,1079.05083233416,6.46028218512585,1,0,0,0,0,0
"11017","2937592","Joplin city, Missouri",48874,19,1705,51.7,695,"15.5",1935,"25.9",41805,"17.1","22.44171182",29,37592,"Joplin",31.304,0,0,1,0,0,0,0,0,0,616,1,"NP",0,37592,6833,11543,37.18437,29,NA,0,0,0,0,0,22.44171182,3.48856242582968,1561.27012522361,0,0,0,0.204607766910832,0,0,0
"11021","2938000","Kansas City city, Missouri",457040,19.4,133421,31.7,11204,"21.5",46800,"29.1",251269,"10.7","31.82266106",29,38000,"Kansas City",314.385,3,75,7,2,0,1,1,7,1,617,17,"D",1,38000,146838,61344,70.53348,29,933,35000,0,0,1,1,31.82266106,29.1924120427096,1453.75892615742,7.65797304393488,0,0.0437598459653422,0.153159460878698,0,0.0218799229826711,1
"11079","2941348","Lee's Summit city, Missouri",92059,6.6,7997,17,2134,"12.2",3620,"6.5",75431,"5.3","42.86784662",29,41348,"Lee's Summit",63.25,0,0,0,0,0,0,0,0,0,NA,0,"I",0,41348,18999,24424,43.75331,29,NA,0,0,0,0,0,42.86784662,8.68682040865097,1455.47826086957,0,0,0,0,0,0,0
"11229","2953876","Oakville CDP, Missouri",36599,4.3,610,23.9,547,"37.3",619,"1.1",34423,"3.5","38.18605554",29,53876,"Oakville",15.615,0,0,1,0,0,0,0,0,0,NA,0,NA,NA,53876,9445,11530,45.0298,29,NA,0,0,0,0,0,38.18605554,1.66671220525151,2343.83605507525,0,0,0,0.273231509057624,0,0,0
"11233","2954074","O'Fallon city, Missouri",81550,4.9,3456,6.5,2872,"1.8",1636,"18.5",72241,"4.6","37.56654879",29,54074,"O'Fallon",29.136,0,0,1,0,0,0,0,0,0,NA,0,"I",0,54074,10450,12505,45.52385,29,NA,0,0,0,0,0,37.56654879,4.23789086450031,2798.94288852279,0,0,0,0.122624156958921,0,0,0
"11365","2964082","St. Charles city, Missouri",61959,11.5,4265,25,1276,"5",2569,"41.1",52494,"9","35.41022482",29,64082,"St. Charles",23.62,0,0,1,1,0,0,0,0,0,NA,0,"R",0,64082,13131,13126,50.00952,29,947,15000,0,0,0,0,35.41022482,6.88358430575058,2623.1583403895,24.2095579334721,1,0.161397052889814,0.161397052889814,0,0,0
"11374","2964550","St. Joseph city, Missouri",73038,19.5,3801,30.3,736,"5.3",4605,"24.6",61321,"17.6","20.01829864",29,64550,"St. Joseph",43.987,1,21,1,0,0,0,0,0,0,628,8,"R",0,64550,15199,14529,51.12688,29,948,7500,0,0,0,0,20.01829864,5.20414031052329,1660.44513151613,10.2686272899039,1,0,0.136915030532052,0,0,1
"11375","2965000","St. Louis city, Missouri",308873,27.8,149191,39.2,8223,"28.7",11296,"27.7",132002,"14.7","30.8429991",29,65000,"St. Louis",61.876,32,7249,11,1,1,9,10,6,0,629,15,"D",0,65000,132925,24662,84.35023,29,949,112500,0,0,1,0,30.8429991,48.301729189667,4991.80619303122,36.4227368530108,0,0.0323757660915651,0.356133427007217,0.0323757660915651,0.323757660915651,1
"11379","2965126","St. Peters city, Missouri",53969,3.7,2462,2.6,1081,"11.3",1924,"11",47927,"3.3","34.3522873",29,65126,"St. Peters",22.316,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,65126,14634,16392,47.16689,29,NA,0,0,0,0,0,34.3522873,4.56187811521429,2418.39935472307,0,0,0,0,0,0,0
"11421","2970000","Springfield city, Missouri",151492,26.4,5761,43.7,2970,"39.7",6203,"39.2",131175,"24.4","27.06321134",29,70000,"Springfield",81.357,1,75,3,1,0,0,0,1,1,632,12,"R",0,70000,35295,40456,46.59344,29,951,50500,0,0,1,1,27.06321134,3.80284107411612,1862.06472706712,33.3350936023024,1,0.0660100863411929,0.198030259023579,0,0,1
"11477","2975220","University City city, Missouri",34910,17.6,12969,16.9,1226,"60",1512,"38.1",18127,"12","52.95705423",29,75220,"University City",5.901,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,75220,15504,3562,81.31753,29,NA,0,0,0,0,0,52.95705423,37.1498138069321,5915.94644975428,0,0,0,0,0,0,0
"11526","2978442","Wentzville city, Missouri",31319,4.6,1451,33.8,62,"0",734,"3",28238,"3.1","31.09963862",29,78442,"Wentzville",19.84,0,0,0,0,0,0,0,0,0,NA,0,"R",0,78442,3017,4218,41.70007,29,NA,0,0,0,0,0,31.09963862,4.63297040135381,1578.57862903226,0,1,0,0,0,0,0
"11542","2979820","Wildwood city, Missouri",35612,4.1,573,7.5,1300,"0.6",863,"1.3",32327,"3.8","65.84048438",29,79820,"Wildwood",66.426,0,0,0,0,0,0,0,0,0,NA,0,"R",0,79820,7047,11586,37.82,29,NA,0,0,0,0,0,65.84048438,1.60900819948332,536.115376509198,0,1,0,0,0,0,0
"11595","3006550","Billings city, Montana",103628,13.8,850,16.6,988,"8.9",5567,"23.4",90239,"11.8","31.0129804",30,6550,"Billings",43.429,0,0,5,2,0,0,0,1,0,NA,0,"R",0,NA,NA,NA,NA,NA,956,5000,0,0,0,0,31.0129804,0.820241633535338,2386.1475051233,4.82495078550199,1,0.19299803142008,0.482495078550199,0,0,0
"11603","3008950","Bozeman city, Montana",35628,21,175,34.9,816,"34.4",1064,"27.3",32192,"19.5","54.89163085",30,8950,"Bozeman",19.113,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,NA,NA,NA,NA,NA,957,15000,0,0,0,0,54.89163085,0.491186707084316,1864.07157432114,42.1017177500842,0,0,0,0,0,0
"11612","3011397","Butte-Silver Bow (balance), Montana",32559,20.3,140,35,189,"15.9",1283,"38.1",29967,"18.6","23.72980514",30,11397,"Butte-Silver Bow (balance)",716.267,0,0,0,0,0,0,0,0,0,NA,0,"D ",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23.72980514,0.42998863601462,45.4565127250034,0,0,0,0,0,0,0
"11701","3032800","Great Falls city, Montana",57720,16.1,697,15.8,584,"21.4",2275,"29.8",49395,"13.4","25.79397188",30,32800,"Great Falls",21.573,0,0,1,0,0,0,0,0,0,633,5,"D ",0,NA,NA,NA,NA,NA,961,2500,0,0,0,0,25.79397188,1.20755370755371,2675.56668057294,4.33125433125433,0,0,0.173250173250173,0,0,0
"11784","3050200","Missoula city, Montana",65714,19.8,385,75.8,767,"31.9",2183,"24.6",58815,"18.8","45.9848809",30,50200,"Missoula",26.625,1,50,0,0,0,0,0,1,1,NA,0,"D",0,NA,NA,NA,NA,NA,966,15000,0,0,0,1,45.9848809,0.585872112487446,2468.13145539906,22.8261862008096,0,0,0,0,0,1
"11975","3103950","Bellevue city, Nebraska",52341,11.6,3442,19.4,1083,"3.5",7008,"18.6",38766,"9.4","28.07176196",31,3950,"Bellevue",13.293,0,0,1,0,0,0,0,0,0,NA,0,"R",1,3950,7263,8817,45.16791,31,968,7500,0,0,0,0,28.07176196,6.57610668500793,3937.48589483187,14.3291110219522,1,0,0.191054813626029,0,0,0
